scour_m,z_m,spring_type,k_FEM,k_ref,alpha_FEM,alpha_theory,ratio_FEM_theory,r_squared,n_regression_points
4.000000,0.000000,k_tz,0.000000,177.896511,0.000000,0.000000,,0.000000,0
4.000000,-0.500000,k_tz,733.861779,118.617695,6.186782,0.000000,,0.892846,5
4.000000,-1.000000,k_tz,0.000000,559.326370,0.000000,0.000000,,0.000000,0
4.000000,-1.500000,k_tz,1363.643589,583.259125,2.337972,0.000000,,0.749206,5
4.000000,-2.000000,k_tz,0.000000,805.633652,0.000000,0.000000,,0.000000,0
4.000000,-2.500000,k_tz,1366.927267,1818.548527,0.751658,0.000000,,0.444166,5
4.000000,-3.000000,k_tz,2628.018084,1948.364277,1.348833,0.000000,,0.535397,4
4.000000,-3.500000,k_tz,631.564409,4054.277160,0.155777,0.000000,,0.208579,5
4.000000,-4.000000,k_tz,376.739876,229.283817,1.643116,0.000000,,1.000000,2
4.000000,-4.500000,k_tz,1266.884530,2721.425164,0.465522,0.333333,1.396567,0.187845,5
4.000000,-5.000000,k_tz,326.066270,5656.199613,0.057648,0.447214,0.128904,0.010906,5
4.000000,-5.500000,k_tz,3397.314519,1315.643811,2.582245,0.522233,4.944623,0.340809,5
4.000000,-6.000000,k_tz,1366.760238,4011.991303,0.340669,0.577350,0.590056,0.486377,5
4.000000,-6.500000,k_tz,3122.542836,1182.523335,2.640576,0.620174,4.257801,0.172561,5
4.000000,-7.000000,k_tz,3251.410692,6496.250382,0.500506,0.654654,0.764535,0.645160,5
4.000000,-7.500000,k_tz,1899.275870,6284.402756,0.302221,0.683130,0.442406,0.481030,5
4.000000,-8.000000,k_tz,3623.280013,4222.353288,0.858119,0.707107,1.213563,0.825004,5
4.000000,-8.500000,k_tz,3520.896715,9558.657021,0.368346,0.727607,0.506244,0.699053,5
4.000000,-9.000000,k_tz,5968.416458,3852.451674,1.549251,0.745356,2.078539,0.831228,5
