scour_m,f_n_Hz,drop_pct,err_pct
0.0,0.23673243592697332,0.0,-2.699368710656254
0.5,0.23636276594531416,0.15615518854087013,-2.8513086948975856
1.0,0.23577659683099192,0.4037634691835209,-3.092233115087575
1.5,0.23499950246970627,0.7320219768285664,-3.411630715287183
2.0,0.234217728941076,1.062257048152474,-3.732951524424159
2.5,0.23335995796018402,1.4245947977444182,-4.085508442176723
3.0,0.23236385955102035,1.8453645183208374,-4.494920036571987
3.5,0.23116806065416212,2.3504912839775307,-4.986411568367393
4.0,0.22967949981137764,2.9792859132203393,-5.598232712134134
