run,S_D,scour_m,su0,k_su,Hmax_kN,H_ratio,V_ratio,f1_Hz,f1_f0,fixity_proxy
22,0.3125,2.5,21.624246197091168,23.75688076270149,26971.798828125,0.8733555602327133,0.9554801679073748,0.25802000160449556,0.9829560902494258,0.30694779796878435
23,0.3125,2.5,17.6760544156295,19.967010650308765,21782.806640625,0.8695158323292229,0.9540714805362464,0.2557544849667268,0.9743253509160089,0.3205290631070232
24,0.3125,2.5,16.029946280126634,21.934234174897973,24052.30078125,0.8706481917657891,0.9516992076017772,0.25696874890283405,0.9789512253588608,0.31337330169104
25,0.3125,2.5,21.20385814668831,32.25951206240798,32965.046875,0.8778491694031453,0.9652626086778984,0.25993388868162515,0.9902472573946686,0.29493077809122625
26,0.3125,2.5,17.4435138076005,28.15674863931928,30242.89453125,0.8821820037255423,0.9627092739891918,0.2592386753052284,0.9875987641844425,0.29938572236015243
27,0.3125,2.5,11.01522433397307,9.963701500235898,11510.7470703125,0.8412191198954768,0.9500680216767798,0.24563427751680453,0.9357712873332289,0.3733054761513131
28,0.3125,2.5,24.33127812196676,19.840340726829485,22895.78515625,0.8618722763769057,0.9533151780393564,0.2561058595083343,0.9756639515806237,0.31840547176908857
29,0.3125,2.5,17.046827337033125,21.76126531543913,24153.23046875,0.8711354382018103,0.9539500376952842,0.25697751718742534,0.9789846291209198,0.3133099975681999
30,0.3125,2.5,18.25589577813155,16.85415376954552,19983.888671875,0.8609286964227761,0.9497086661292498,0.2545613921161183,0.9697801300941892,0.32735382979075167
31,0.3125,2.5,13.476570940144615,23.30438114377887,23884.306640625,0.8798873486547049,0.9608801095270908,0.2570025753885469,0.9790800911442125,0.3132022080972214
32,0.3125,2.5,13.246246334195876,17.301393225708722,18853.0078125,0.864652642667498,0.9556349669389342,0.2540535521655713,0.9678454569325817,0.33028895184645607
33,0.3125,2.5,14.775639541360162,27.84473951611625,30189.126953125,0.8802428031671088,0.9584484535976372,0.25927623094932006,0.9877418366162445,0.2991639707325199
34,0.3125,2.5,12.380826005352484,23.358756550904808,24422.40234375,0.87193671203838,0.9668709359952822,0.25727161562433,0.9801050300506562,0.3115900835919095
35,0.3125,2.5,9.59150734529191,22.76546331125748,23836.23828125,0.886265741294132,0.9644041215390045,0.25709973480302073,0.9794502308139599,0.3126523877011872
36,0.3125,2.5,14.215858396340073,23.22782578855045,23910.568359375,0.8694322354519975,0.9592025281196682,0.2569897071020192,0.9790310679656417,0.3132722821666273
37,0.3125,2.5,17.24765753046268,15.99780408007208,18350.0234375,0.8617330725782086,0.951795843178754,0.2534395698562961,0.965506422569143,0.3336402727701413
38,0.3125,2.5,16.21092652679132,23.048549748136555,24257.525390625,0.8713518636942599,0.9652705422036204,0.25707768046870216,0.9793662123576385,0.3127239527086446
39,0.3125,2.5,19.525137739615506,20.69025714142987,22809.80078125,0.8667530157742482,0.955278177928031,0.25624326145161563,0.9761873996703866,0.31764921147749875
40,0.3125,2.5,14.413145894305762,19.68765469995605,21434.39453125,0.8730292641618329,0.957266235930925,0.2556779611548265,0.9740338248851246,0.3210078173900256
41,0.3125,2.5,21.543439870490563,27.38191829830016,29994.556640625,0.8750605559489104,0.9592909175340556,0.2590716281217755,0.9869623792324503,0.30041307940322454
42,0.3125,2.5,11.478218644259472,17.164532401724447,19092.94921875,0.861511429032972,0.9398251941336214,0.2543009077685094,0.9687877858018684,0.32891959247710695
43,0.3125,2.5,8.612813971878818,14.349399679263506,15986.44140625,0.8598503272240446,0.9465979200701864,0.2518893687461537,0.9596007578421827,0.34218642697903984
44,0.3125,2.5,11.260935436149174,18.669323071907712,20539.740234375,0.8708144363616791,0.9470074201764972,0.25527120525295083,0.9724842427267365,0.32339608255615576
45,0.3125,2.5,19.1656283020175,25.60676102225761,26661.763671875,0.865661055343987,0.9629983371546404,0.2580053714951474,0.9829003552095243,0.30706778594961986
46,0.3125,2.5,13.119146730267683,25.184977227577093,26910.626953125,0.8890459364413607,0.9648632350157742,0.2582423229203384,0.983803048198581,0.3056499362837023
47,0.3125,2.5,14.601371039424684,17.92707066728106,20125.16796875,0.8685346693236098,0.9563318046518192,0.2548507884056024,0.9708826176667613,0.32576271911975996
48,0.3125,2.5,9.55408944917068,11.61422254636147,13174.345703125,0.8529362932832357,0.948187204441082,0.24849285655621553,0.9466613642992598,0.3596225180004267
49,0.3125,2.5,12.526253284604731,16.92406887511524,18326.7421875,0.8677571971991078,0.9555460373237248,0.2536985170217208,0.9664929107937931,0.3322795763632599
50,0.3125,2.5,13.88729648430417,15.89227312509399,17720.802734375,0.8654996493854205,0.9526138942978556,0.2531230151902141,0.9643004721196148,0.3354310054657152
51,0.3125,2.5,13.769754199515466,15.763418311056672,17587.853515625,0.8656815148583659,0.9504562805633344,0.2530179329577648,0.9639001495875603,0.33600775385047127
52,0.3125,2.5,14.468072707874075,19.97154689735315,21684.125,0.8698149561417013,0.9535630047606484,0.25581932187192863,0.9745723543670776,0.32018454583454303
53,0.3125,2.5,14.101371945901793,20.669139431661403,22884.294921875,0.8757954227778766,0.9549278146320308,0.25646264782359085,0.977023176622211,0.31640468168255464
54,0.3125,2.5,11.100704182747403,15.529599347530134,17215.404296875,0.8664660444645593,0.9539766900461052,0.2528571682080689,0.9632876982704983,0.3369258441329018
55,0.3125,2.5,14.924778479434009,17.20279949819395,18949.279296875,0.8656422581966522,0.953439643291248,0.25403677477449443,0.9677815415824734,0.3303597254842789
56,0.3125,2.5,16.250032612522705,18.45878258987136,20792.224609375,0.8620598233920684,0.9508667972732996,0.2552026084344831,0.9722229154650309,0.3237297304410882
57,0.3125,2.5,20.075860215489616,21.128409757507587,22822.134765625,0.8606367393163139,0.9526558794826908,0.25624501465174576,0.9761940786826128,0.31763758898388683
58,0.3125,2.5,14.29361221071101,15.061050922557186,16223.6083984375,0.8499672301914054,0.9479214724494586,0.2517773930246953,0.9591741737917868,0.34269579705942005
59,0.3125,2.5,8.317757413110698,14.182106130784264,15365.0478515625,0.8631133546991316,0.9566018619165312,0.25130023641853305,0.9573563922666596,0.34531992710534487
60,0.3125,2.5,13.96767111621844,21.011404842349712,23046.583984375,0.8770316266800849,0.959438544860678,0.25655347116683413,0.9773691783190666,0.3158688720843412
61,0.3125,2.5,11.44726855380636,18.88999042543026,20921.560546875,0.8677025358890549,0.9543853933481607,0.25549029656731664,0.9733188956235563,0.3221274131818215
62,0.3125,2.5,8.88325078082778,21.771107130381708,21393.595703125,0.8784614591262174,0.9642609482668456,0.25591770749904247,0.9749471654311934,0.31968199829272426
63,0.3125,2.5,16.745440853454358,30.70108577182448,32055.767578125,0.8882572473439232,0.9669838143006394,0.2597697119894073,0.9896218079004859,0.2960080256504173
64,0.3125,2.5,13.716291630370552,19.991099719101083,21416.908203125,0.8649999932948531,0.9587195936535424,0.2557036445283515,0.9741316685726974,0.3208682988192728
65,0.3125,2.5,13.15697536906962,14.910065089072,16941.400390625,0.8600568783950148,0.9532993223367596,0.2524762029259942,0.9618363683663813,0.33895706986230634
66,0.3125,2.5,14.693495626805426,23.336326706434303,24672.4921875,0.8738793669873625,0.9559339591371084,0.25730598444397695,0.9802359619178626,0.3113608331994607
67,0.3125,2.5,12.59184945758232,18.24271420928737,20231.544921875,0.8672228385444726,0.9507090809393226,0.2550150451295741,0.9715083720508727,0.3248501389599672
68,0.3125,2.5,13.063684201650112,16.64267093735822,18012.017578125,0.8698109310274578,0.9527480396111816,0.25342454114896545,0.9654491690255906,0.33378947019889577
69,0.3125,2.5,12.444140830323926,23.27352973474694,23340.505859375,0.8715589712891093,0.9514302622520344,0.2567885645673397,0.9782647929550149,0.3144951620682769
70,0.3125,2.5,11.195916960824013,12.343178384300696,14051.669921875,0.84851758233308,0.9363250394624888,0.24952059666127124,0.9505766553200181,0.354443028968032
71,0.3125,2.5,17.568910830466542,18.156200515178007,20671.26953125,0.8690371010227743,0.9545596594354366,0.2550673570358948,0.9717076601161029,0.3244893225110215
72,0.3125,2.5,9.9440242313538,14.754252642075173,16084.3037109375,0.8570302612573919,0.9530056684952908,0.25190647255553644,0.959665916719381,0.34207530477283743
73,0.3125,2.5,15.141230393357745,23.31137043885254,25243.091796875,0.87243310067034,0.9520107020248816,0.2575265489818504,0.9810762272246122,0.3100178704598308
74,0.3125,2.5,15.425657020058686,18.92371234803244,20042.47265625,0.8687675581194231,0.9622631191068394,0.254798807062144,0.9706845889177727,0.32605947215127434
75,0.3125,2.5,7.524581589843666,8.683047592167492,9668.708984375,0.8384070435703718,0.9434321636487668,0.24222220308371956,0.9227726076823146,0.388753996285482
76,0.3125,2.5,27.766497635302247,14.275003916327302,18522.56640625,0.8358721661838552,0.9435518949207158,0.2529896237754702,0.9637923025874306,0.3359536814678596
77,0.3125,2.5,14.026555764701316,18.79049643167829,19897.185546875,0.86705347787517,0.957209745180702,0.25476216623062853,0.970545001566924,0.32628399115498824
78,0.3125,2.5,12.921281486619712,15.123318087887592,15497.27734375,0.8475324951655671,0.9514528624200002,0.2511630258285871,0.9568336731588565,0.3459721120060116
79,0.3125,2.5,15.216974442618914,20.53745716077305,22535.466796875,0.8731855804825658,0.9579295123540428,0.2562482045670237,0.9762062310220838,0.31766147448622956
80,0.3125,2.5,13.685229538664917,26.399534957215945,28512.046875,0.8892815756050905,0.9581213074235004,0.2587801077666922,0.9858517997941166,0.3022981342340203
81,0.3125,2.5,11.80184319032367,15.51166286180584,16828.048828125,0.8507072177541899,0.9473266033009312,0.2524886993908034,0.9618839750484771,0.33891896068736294
82,0.3125,2.5,16.089440171440035,14.461095282769776,16734.095703125,0.8550576285327354,0.9501177320115256,0.2521000561864803,0.9604033952397497,0.3409321811083674
83,0.3125,2.5,18.401962243612104,27.35828323820084,29749.326171875,0.8814629445001415,0.961516926187929,0.25906443628714765,0.9869349811330645,0.30047889419005525
84,0.3125,2.5,20.983901055944216,39.75326869416223,40817.6328125,0.8924684299527286,0.9684735894372748,0.26154675221950463,0.9963916416572887,0.28432610610582454
85,0.3125,2.5,10.1115341033902,12.37948459506613,13823.5341796875,0.8607545620700384,0.9540999002737968,0.24933638795587626,0.9498748916283702,0.3553996605476322
86,0.3125,2.5,17.82684152210931,20.95845425989856,22947.1875,0.8703664441146389,0.9563589316814906,0.25637376693797387,0.9766845749352074,0.3168964233951411
87,0.3125,2.5,15.87166910504379,16.88809866453134,19073.669921875,0.8577930403630204,0.9501945383695808,0.2540655631367548,0.9678912140723431,0.3301821864487471
88,0.3125,2.5,9.09614555630574,10.46746863715116,11996.9951171875,0.8504828606033585,0.949912998029062,0.2467136334382558,0.9398832145866967,0.36827284777912306
89,0.3125,2.5,13.894674929322388,13.678810069800187,15642.466796875,0.8510169879458414,0.944827650396504,0.2511586480713667,0.956816995602486,0.3459557242179945
90,0.3125,2.5,15.696024553577208,12.822717737927936,15682.4560546875,0.8494670609269701,0.9507590323973985,0.2510181485708396,0.9562817470215182,0.34664548883373225
91,0.3125,2.5,12.249528211063428,23.43961980595894,24488.521484375,0.8842084099256604,0.9584319900866946,0.2573050541540979,0.9802324178743905,0.31138929377133695
92,0.3125,2.5,19.312949688618875,40.62755804481505,41525.01953125,0.885829214134429,0.9644107963919768,0.26168225009009927,0.9969078359689257,0.28342112268690706
93,0.3125,2.5,16.30556036858712,31.93421581709485,32442.412109375,0.8835471493695201,0.963598035077223,0.25988668572157114,0.990067432432362,0.29526125138603954
94,0.3125,2.5,15.685505173610794,19.78618328678341,21862.130859375,0.8733196255872241,0.9583681679060162,0.25586355007735473,0.9747408466685039,0.31991118374202254
95,0.3125,2.5,15.832652875253864,25.762184099205328,27006.68359375,0.8805885848455629,0.9595682989860418,0.2582144057586758,0.9836966946449492,0.3058038460964693
96,0.3125,2.5,22.228638002882487,20.68435417029693,22780.2265625,0.8653992864883763,0.9555217472169916,0.25614283381003355,0.9758048093234808,0.31821584716740114
97,0.3125,2.5,16.971879058002035,24.44935496876329,26485.60546875,0.8815034838571448,0.9609678405265364,0.2579751634499054,0.9827852742783542,0.307264138879088
98,0.3125,2.5,16.108623892405912,12.369400148816885,14445.728515625,0.8450749011184581,0.9482306849004758,0.24961548921159085,0.9509381591169173,0.3538658073645103
99,0.3125,2.5,14.875346387054025,22.23815115780584,23706.416015625,0.8688188995992077,0.9512241985100728,0.25685730397594975,0.9785266634298355,0.3140545533706732
100,0.3125,2.5,18.86578194977789,24.48344066743978,25954.78125,0.8747602100080454,0.955929322048964,0.2577267750481152,0.9818390108461833,0.30877251421885604
101,0.3125,2.5,24.00722844588809,42.98935680409672,43000.87109375,0.892980760175033,0.9633146844985632,0.2618660941188633,0.99760821038411,0.282164284442293
102,0.3125,2.5,13.812974613514225,25.37385729152682,27833.63671875,0.8812263786980851,0.9602427150672378,0.25854321308651407,0.984949322981541,0.30377501499073234
103,0.3125,2.5,12.108535441175633,16.882563925706556,17790.392578125,0.8696289058770604,0.9590662833562452,0.2533141425137612,0.9650285930618885,0.33441589842768166
104,0.3125,2.5,14.135389122757184,13.93720098479418,15698.5673828125,0.8536153085339903,0.9517390970479576,0.25121574563220644,0.957034515154524,0.3456556948336544
105,0.3125,2.5,15.940440830741338,19.61306029148915,20755.859375,0.8676503738848913,0.9518467065117492,0.25523204529183735,0.9723350584695818,0.3235746051908017
106,0.3125,2.5,10.507956885184928,12.419157103765526,13801.25390625,0.853627523942218,0.9493064574704164,0.24927775088474935,0.9496515071394928,0.35568794895489825
107,0.3125,2.5,22.52925738905629,27.80196442115656,30207.896484375,0.8763951600528473,0.954723992520316,0.25912069323326126,0.9871492982691676,0.30009893217442246
108,0.3125,2.5,13.601275733122552,19.78473762884359,21326.49609375,0.8769912213059605,0.9542730602895774,0.2556528376710264,0.9739381141601575,0.32116403463951587
109,0.3125,2.5,17.630732025370495,15.257606109724431,17850.248046875,0.8528234641142038,0.9474747687059536,0.25299723810026065,0.9638213102104032,0.33605845857500066
110,0.3125,2.5,15.521045086188565,14.974911273212944,16455.45703125,0.8486997162033645,0.945975972714118,0.25191406219846557,0.9596948303140387,0.34194574886268686
111,0.3125,2.5,19.93257012483924,24.35542952944753,27582.79296875,0.8766667272945894,0.9552838462999276,0.25828887904049663,0.9839804089518689,0.30530394284029283
112,0.3125,2.5,13.342706988232525,38.44702917092705,39616.98046875,0.8897969099443089,0.968011496078773,0.2614374123524706,0.9959750991894961,0.28509009022514814
113,0.3125,2.5,26.118756970117133,33.23074729537084,35910.5625,0.8764831542282088,0.9549961294498523,0.2605308424517717,0.9925214196313713,0.29102884742044427
114,0.3125,2.5,15.06732872078145,15.176317795794915,17451.3828125,0.8602944029547169,0.9518009374726794,0.25280755768614954,0.9630987014316569,0.33713066784774104
115,0.3125,2.5,14.18551199047422,19.976853483608807,20873.0625,0.8728766069326133,0.9560262661203812,0.25537935742937795,0.9728962605541596,0.3227464355711722
116,0.3125,2.5,14.588853801326108,13.693856759922072,15674.7421875,0.8533836309403867,0.9510493777061652,0.25114666002236485,0.9567713257873427,0.34600709215454645
117,0.3125,2.5,13.371232632753154,24.95964992452356,27015.380859375,0.880060624967034,0.95934113865689,0.2582693272309808,0.9839059241440266,0.3054796161204247
118,0.3125,2.5,15.442866638100211,15.119840915798015,17807.03125,0.8585657642522604,0.9485662863449787,0.25306873090829307,0.9640936700686603,0.3356955771871121
119,0.3125,2.5,10.730264623887884,14.193116890239258,15692.1396484375,0.8615919940246873,0.9571615985437348,0.251451567535503,0.9579329051034353,0.34447460314300316
120,0.3125,2.5,17.258056793097463,14.025697955376565,16385.85546875,0.848184556889694,0.9452228000260504,0.251689397067871,0.9588389433401169,0.34310056201418637
121,0.3125,2.5,14.277176901607174,28.79376848082412,29166.08203125,0.88038271475382,0.9608848953826882,0.25899720774989915,0.9866788664918893,0.3009367691945253
122,0.3125,2.5,14.342936948067091,18.68413584501636,20588.70703125,0.8745880800387688,0.957259745594494,0.25516825564705925,0.9720920446743738,0.32395203191114164
123,0.3125,2.5,13.983690450665812,21.209026109320337,22819.744140625,0.8775287412090971,0.961012434044436,0.25644818513535494,0.9769680793917853,0.3164954384912088
124,0.3125,2.5,18.48931925163521,35.314105385950946,35126.984375,0.8879066384156107,0.96478394730019,0.26049698978163405,0.9923924540935212,0.29129345223151387
125,0.3125,2.5,12.75158482628083,16.541969735826637,17912.69921875,0.8626155700792582,0.9527973464567032,0.25336095148699567,0.9652069170872858,0.3341444064586368
126,0.3125,2.5,13.026493999207467,16.20793297515892,18830.478515625,0.8629882838024455,0.9506520614206558,0.2540060352081997,0.9676644357623311,0.3305466415208075
127,0.3125,2.5,19.575282717722487,24.3288905333914,26883.005859375,0.8741946752247872,0.9507410045393816,0.2580509706973762,0.9830740704768005,0.30677640205940254
128,0.3125,2.5,14.512470418285105,20.73457925663076,21913.734375,0.8744800000623525,0.9605285831471836,0.25595981461247685,0.9751075771951488,0.3193673089315013
129,0.3125,2.5,13.27986742768248,12.869117993395855,14629.220703125,0.8536214310216911,0.9500234307310051,0.2500707122829302,0.9526723823849295,0.3516041145522708
130,0.3125,2.5,17.986849718409232,18.5584929553384,20679.810546875,0.8643589095950289,0.9544190188577738,0.2550713181877098,0.9717227505675281,0.3244662569865077
131,0.3125,2.5,17.12650926429887,24.982763206303456,26576.96875,0.8736510643270273,0.9568690449440812,0.25801422002710994,0.9829340646829304,0.30702547094543253
132,0.3125,2.5,15.74254343561085,17.031759807782805,18303.0078125,0.8596696297962492,0.9528254523755766,0.25352630380678437,0.9658368452663512,0.3331936396196747
133,0.3125,2.5,20.85097497294725,18.684470024722817,20125.37890625,0.854567875371451,0.949381306803479,0.25462772306104686,0.9700328252569057,0.3269705354949198
134,0.3125,2.5,15.375164428491896,24.349438856543525,25373.708984375,0.8790512286536563,0.9627274294318956,0.2575910813301611,0.9813220704320987,0.3096285218769138
135,0.3125,2.5,13.427584083946686,15.178341585324194,17290.634765625,0.8552848891800552,0.9476712509497992,0.2527673829230424,0.9629456511726657,0.33737462888821695
136,0.3125,2.5,18.525846891216183,26.941280412003543,27432.498046875,0.8747789765138061,0.9568659805344436,0.25831652952744927,0.9840857465783298,0.30515697503016903
137,0.3125,2.5,9.763450603109684,12.742524670685643,14329.95703125,0.8543386318612431,0.9495545794547396,0.24999444953000688,0.9523818508874525,0.35206349653873764
138,0.3125,2.5,15.336064403601116,17.47099581128172,20210.5703125,0.8691599837789693,0.9525333190944812,0.25485487143921676,0.9708981724405501,0.32572554336368387
139,0.3125,2.5,16.912808169633085,24.794269844562088,25388.78125,0.8811917451825986,0.9565804829622956,0.2575628958515336,0.9812146946949417,0.30978996076663373
140,0.3125,2.5,12.926473570248053,16.265667359082652,17128.935546875,0.8692155021395847,0.9590470920320652,0.2527127069019302,0.9627373567473939,0.33769400437848296
141,0.3125,2.5,7.829096766143493,14.35752761338914,15161.908203125,0.8678479154325037,0.9549855866820054,0.25113786793565473,0.9567378313484466,0.3461869384854493
142,0.3125,2.5,11.94353269213686,19.360754869112128,20571.326171875,0.8703823130369276,0.9582066284421548,0.2552785094090322,0.9725120687272778,0.32335069573951186
143,0.3125,2.5,15.600650017278127,18.14837100429396,19559.208984375,0.8620407962995562,0.9539828538136416,0.2544547337948337,0.9693738032752196,0.3280058718056911
144,0.3125,2.5,10.42635286688033,18.49751218611777,18975.595703125,0.8645816100814142,0.960101183828033,0.2543134171071827,0.9688354415283914,0.32887465834636936
145,0.3125,2.5,20.30856578910321,29.436948130601856,30937.435546875,0.8825226717983833,0.9622630221881692,0.2593927565724588,0.9881857540266084,0.298393773870553
146,0.3125,2.5,12.469615269308976,14.719463808103466,16238.0576171875,0.8578711171742818,0.9506509147558037,0.2518832553826428,0.9595774682992884,0.3421554069932753
147,0.3125,2.5,13.51404232723828,24.634480776490385,26382.095703125,0.8812534781686809,0.9592586877819064,0.2580330388501383,0.9830057570966658,0.30693704444928055
148,0.3125,2.5,17.944339857253627,33.813147525082464,34507.71875,0.8878201874819225,0.9682937655618208,0.26035879990570177,0.9918660042860885,0.29219544207576653
149,0.3125,2.5,11.83380292459481,13.532651098019562,15526.20703125,0.8559767975617412,0.950675282197424,0.2511729394266696,0.9568714401209168,0.34591493771808135
150,0.3125,2.5,13.22766204335602,13.763416355305404,15763.869140625,0.8545378930563075,0.9504669611072069,0.2513280151333139,0.9574622183913915,0.3450765796281074
151,0.3125,2.5,18.59433638208274,22.974563640916468,25419.775390625,0.8697914961101417,0.9519507195215762,0.2574922332829622,0.9809454977268851,0.3101948780469236
152,0.3125,2.5,15.996372860910274,23.28407729143866,25044.435546875,0.8646692506773588,0.9614591098430616,0.2574206059900585,0.9806726255334506,0.31065416500308607
153,0.3125,2.5,17.46256324267345,14.341704041270544,16318.9375,0.852694424025067,0.9459693497519772,0.2516377177219095,0.9586420650844115,0.3433780353696445
154,0.3125,2.5,14.817172879222955,20.60684573188675,21873.681640625,0.869598555137036,0.9598683318049638,0.25592431090074097,0.9749723218294398,0.31957126629104127
155,0.3125,2.5,17.81740939725772,11.712207221892854,14321.552734375,0.8355442229775502,0.9449017604550356,0.2492843576206008,0.9496766762395682,0.3554944349977309
156,0.3125,2.5,9.921550512062778,12.62344636334193,14405.337890625,0.861582594742705,0.9544715515337828,0.25006037638338996,0.9526330066181745,0.3517199412744182
157,0.3125,2.5,16.724699018919974,16.962763056871633,19031.12890625,0.8663449860320542,0.9570908989524152,0.25400033906003994,0.9676427356480385,0.3305379312026032
158,0.3125,2.5,12.0214161566446,13.787182866163388,15893.41015625,0.8545416664128834,0.9415990186311088,0.25153576664780325,0.9582536710507047,0.34399919371760895
159,0.3125,2.5,19.054754275647007,29.939170124509168,31115.5859375,0.8843917473098551,0.962375109090288,0.259471373493937,0.9884852539928246,0.2979022397103491
160,0.3125,2.5,12.869722632728903,22.61635093719069,24441.3046875,0.8753413348752014,0.9559383011479086,0.25725134643984976,0.9800278123225524,0.31170426116505023
161,0.3125,2.5,12.6588871169731,21.845886649814336,22511.21875,0.8780741180800513,0.9637479717609728,0.25635691792496096,0.9766203867333132,0.31705398297117793
162,0.3125,2.5,18.1076904880827,20.336020854473603,23441.78515625,0.8696066799668016,0.9523571195157828,0.25658283746491634,0.977481052520169,0.3156477518357276
163,0.3125,2.5,10.863631341962876,18.77973031134764,19262.396484375,0.8723873638667603,0.957089566950644,0.25449314460240324,0.9695201335480556,0.3278538497622354
164,0.3125,2.5,18.76847073448084,22.065156119746423,23335.3046875,0.869042924887357,0.9616243905849978,0.2565595636843568,0.9773923884468342,0.3157940818938843
165,0.3125,2.5,10.249961752453522,16.67343846326145,16737.8515625,0.8710689337131033,0.9619617189574634,0.2525500687371109,0.9621177684456265,0.33862355020818197
166,0.3125,2.5,12.806862875248456,18.4666416943814,18902.37890625,0.8707733538090955,0.957585514060939,0.2541490741643707,0.968209358683953,0.32976926423387054
167,0.3125,2.5,14.992611810776058,12.747318298443354,14732.8681640625,0.8507504828818578,0.9505172906936352,0.25005467017640964,0.9526112681836786,0.35165215679244355
168,0.3125,2.5,16.3998680381276,30.025278305870525,30134.931640625,0.8809667913492267,0.9629551794403508,0.2592513726214233,0.9876471360323843,0.2993188409819516
169,0.3125,2.5,11.341746167937446,15.394869268098914,16486.99609375,0.8647459382866247,0.9508006533682556,0.25221249478876334,0.9608317426864825,0.3404168299247173
170,0.3125,2.5,10.336627529799369,11.230337627657969,12751.130859375,0.8495346419144533,0.9479151025627224,0.2477969089794185,0.9440100740703901,0.36302364802241355
171,0.3125,2.5,12.05327761691392,18.719869727276336,20607.330078125,0.8737749415369,0.9608943968358602,0.25527763587457974,0.9725087408999593,0.32334946071273873
172,0.3125,2.5,20.607027359871086,34.80235995404995,35588.9921875,0.8914324549840789,0.9675166298183062,0.2605589275470407,0.9926284129468825,0.29087599407142234
173,0.3125,2.5,11.5257592747609,20.73135531856147,21794.525390625,0.8711356946362078,0.9494334606542284,0.256008945631487,0.9752947473139608,0.31911133448225787
174,0.3125,2.5,11.296278507373476,14.940512762578214,16303.4404296875,0.8639430403951175,0.9552289073304426,0.25202857246205934,0.9601310699865278,0.34140022210367904
175,0.3125,2.5,12.713436450166004,24.89580276077352,25999.7890625,0.8869734643397728,0.962474731801902,0.2579167342594421,0.9825626817341442,0.3076605876743052
176,0.3125,2.5,11.581728973459771,12.061420140592888,13848.7900390625,0.8557123415115759,0.9470085168741772,0.24921883480383128,0.9494270597315712,0.35595523622391484
177,0.3125,2.5,13.571267039269149,15.410065531463356,17540.501953125,0.8620197250017997,0.9537376898238724,0.25297392870855445,0.9637325104724173,0.33624716562385515
178,0.3125,2.5,12.29177469411022,20.914618163918096,22058.447265625,0.8742413231707846,0.9594820019612912,0.2561213941617447,0.9757231325824246,0.3184427854561427
179,0.3125,2.5,9.307222796152251,17.883281338547487,18507.94140625,0.8721476043396864,0.9590352339808352,0.2540271085333688,0.9677447169544401,0.33049741568413765
180,0.3125,2.5,14.683721621013516,19.118968603707163,21314.8359375,0.8713177148332849,0.9545159085544372,0.25558471199544697,0.9736785817700453,0.32154264900399243
181,0.3125,2.5,19.372864206908343,19.17674908187617,21807.173828125,0.8640508608220285,0.953621041025408,0.25568073186807,0.9740443802275015,0.32093375097501214
182,0.3125,2.5,16.518549791936927,21.22405365315567,23254.162109375,0.8731884801993893,0.9583189656938642,0.25657096503082977,0.9774358231529925,0.31574094808896747
183,0.3125,2.5,20.489037173806363,19.33139962777902,22025.626953125,0.8598267875905994,0.9501793370524768,0.2557642646521633,0.9743626077228484,0.3204371266942461
184,0.3125,2.5,11.92375604846261,21.58287091485985,23414.455078125,0.8831288964978206,0.9658417632441704,0.25680926042604413,0.9783436361463564,0.3143673811234558
185,0.3125,2.5,15.03993777950584,12.94363863902764,15081.962890625,0.8559386248655177,0.949480804820008,0.25044952121270314,0.9541154974234758,0.3496207205016196
186,0.3125,2.5,10.815067421030491,9.710607159856131,11624.7490234375,0.8354056693014843,0.943366466147054,0.24582150190135096,0.9364845395923124,0.3724275328158553
187,0.3125,2.5,10.579171389311526,13.113842716688112,15258.9892578125,0.859097678316923,0.9494184316905148,0.2509667116870762,0.9560857924527085,0.34701459591344413
188,0.3125,2.5,18.199660426408133,25.45746609320735,27503.328125,0.877384906855491,0.9587815321279222,0.25832401520255255,0.9841142640959123,0.3051053551372758
189,0.3125,2.5,12.982104633346458,16.233692234911807,17184.041015625,0.8606925450098301,0.9578904240548108,0.2527540663473378,0.9628949201862743,0.3374675000563271
190,0.3125,2.5,12.216410194040124,16.496493818357774,18891.912109375,0.8623655164309915,0.9505906922188548,0.25410174449079403,0.9680290509922919,0.33002420101572005
191,0.3125,2.5,15.160102667801024,19.245360172493825,20661.333984375,0.8684526095973074,0.953293911427926,0.2551956556902945,0.9721964282074477,0.32378979603408525
192,0.3125,2.5,16.598673398198656,25.74946629043641,27864.693359375,0.874030503870878,0.947292353168226,0.25848984978384126,0.9847460295041677,0.3040880066612205
193,0.3125,2.5,20.22271782482248,22.614503033665173,24869.904296875,0.8714595263520297,0.9506589280905734,0.25721308373901963,0.9798820462789259,0.31186985013154295
194,0.3125,2.5,10.130741408444273,22.59863580788426,23468.166015625,0.8866524348128951,0.959893082105547,0.25691366751017475,0.9787413866252851,0.3137652098072901
195,0.3125,2.5,16.6532919120211,26.13069132187136,27360.30078125,0.8773378731902622,0.9614650064371004,0.25832329322947667,0.9841115136586303,0.30512474962859015
196,0.3125,2.5,23.16309276712409,20.88027187423591,23538.6640625,0.8667419888656434,0.9528905803539746,0.25648818942805424,0.9771204802246679,0.316168506967738
197,0.3125,2.5,11.655051123125505,26.707124396360467,25999.919921875,0.8741550968153392,0.9624074868492842,0.25796924281208294,0.9827627189455523,0.30735356121332796
198,0.3125,2.5,14.421770001899516,18.42991297882492,19872.529296875,0.859167505379542,0.9486548697599256,0.2547176636470078,0.9703754639910392,0.3265295338002122
